Membership Plan,4 New Members,Net Increase,Sponsor New Kiwanis Club,Apppointed Membership Chair,Use ACE Tools,Officer Attended CLE,Convention Attendance,Attended Amplify,Signature Project Contest Entry,Annual Signature Project,Sponsors a Service Leadership Program,Supports a Local Children-focused Organization,KCF Support,Completed a Club Fundraising Project,Active Partnership with KI or Local Partner,Received Positive Media Coverage,Completed Youth Protection Education,Appointed PR Chair,Points earned,District ID,District Name,Club ID,Club Name
0,0,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,45,K21,Eastern Canada and the Caribbean,K11494,Piscadera Curacao
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,50,K44,Taiwan,K11499,Yuh Ying
0,15,0,0,0,5,0,5,0,5,5,15,5,0,5,5,5,0,0,70,K56,Malaysia,K11508,Johor Bahru
0,15,20,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,85,K23,Pennsylvania,K11511,Tyrone
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,65,K68,Panama,K11513,Metropolitan Panama City
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K44,Taiwan,K11527,Chien Kuo
0,15,20,0,5,5,10,5,0,0,5,15,5,10,5,5,5,5,5,120,K26,Texas-Oklahoma,K11529,Hideaway-Lindale
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K56,Malaysia,K11547,Petaling Jaya
5,15,0,0,5,5,10,5,0,0,5,15,5,0,5,5,5,5,0,90,K26,Texas-Oklahoma,K11552,Greenville Golden K Greenville
0,15,20,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,70,K03,Capital,K11561,Welch
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,50,K52,France-Monaco,K11568,Mende Les Sources
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K41,Switzerland-Liechtenstein,K11569,Entlebuch
5,15,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,0,60,K08,Indiana,K11571,John Chapman Fort Wayne
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,50,K41,Switzerland-Liechtenstein,K11579,Bern-Zähringer
0,15,20,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,70,K44,Taiwan,K11582,Buddha
0,15,0,0,0,5,0,5,0,5,5,0,5,0,5,5,5,0,0,55,K41,Switzerland-Liechtenstein,K11590,Bellinzona E Valli
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K41,Switzerland-Liechtenstein,K11591,Winterthur-Kyburg
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K50,Germany,K11597,Springe (Deister)
0,0,0,0,0,5,0,5,0,0,5,0,5,10,5,5,5,0,0,45,K08,Indiana,K11598,Golden K Richmond
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K51,"Korea, Republic of",K11600,Kwangju
0,15,0,0,5,5,0,5,0,0,5,0,5,15,5,5,5,0,5,75,K41,Switzerland-Liechtenstein,K11608,Zofingen
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K41,Switzerland-Liechtenstein,K11619,Zürich am Stampfenbach
0,0,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,5,60,K17,New England and Bermuda,K11620,Seacoast (The) Portsmouth
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,65,K02,California-Nevada-Hawaii,K11631,Ranchos (The)-Madera
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K23,Pennsylvania,K11634,Sullivan County
5,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,5,0,75,K22,Pacific Northwest,K11644,Providence Point Issaquah
0,15,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,60,K39,Iceland-Faroes,K11651,Hafnarfjördur Hraunborg
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K52,France-Monaco,K11653,Besancon
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K37,Austria,K11654,Steyr
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K38,Belgium-Luxembourg,K11655,Esch-sur-Alzette
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K01,Alabama,K11657,Fayette
0,15,20,0,5,5,0,5,0,0,5,0,5,0,5,5,5,5,5,85,K45,Italy-San Marino,K11665,Cosenza
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,50,K37,Austria,K11678,Grieskirchen-Hausruckkreis
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,50,K41,Switzerland-Liechtenstein,K11679,Uster
5,0,0,0,5,5,10,5,0,5,5,15,5,0,5,5,5,5,5,85,K21,Eastern Canada and the Caribbean,K11681,Montego Freeport
0,15,0,0,5,5,10,5,0,0,5,0,5,0,5,5,5,0,5,70,K16,Nebraska-Iowa,K11682,Ames Golden K
5,15,20,0,5,5,10,5,0,0,5,15,5,0,5,5,5,5,5,115,K07,Illinois-Eastern Iowa,K11686,Tuscola
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K44,Taiwan,K11690,Tainan Hsien
0,15,0,0,5,5,10,5,0,0,5,15,5,0,5,5,5,5,5,90,K05,Florida,K11692,South Lake Clermont
5,15,0,0,5,5,10,5,0,0,5,15,5,0,5,5,5,5,5,95,K19,New York,K11705,Farmington-Victor
0,15,0,0,0,5,10,5,0,0,5,0,5,0,5,5,5,0,0,60,K19,New York,K11706,Bedford Stuyvesant-Brownsville
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,5,0,55,K08,Indiana,K11717,Carmel Golden K
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K46,Netherlands,K11723,Weert
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K46,Netherlands,K11724,Zevenaar De Liemers
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K46,Netherlands,K11725,Nijmegen
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K50,Germany,K11727,Ratzeburg
5,15,0,0,0,5,10,5,0,5,5,15,5,0,5,5,5,5,0,90,K11,Louisiana-Mississippi-West Tennessee,K11730,East St. Mary
0,0,0,0,5,5,10,5,0,0,5,15,5,0,5,5,5,5,5,75,K17,New England and Bermuda,K11736,Scarborough
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,5,0,40,K22,Pacific Northwest,K11739,Golden Ears Maple Ridge
0,0,0,0,5,5,0,5,0,0,5,15,5,10,5,5,5,0,0,65,K07,Illinois-Eastern Iowa,K11741,Ottawa
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K44,Taiwan,K11749,Chung Ho Taipei
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,50,K52,France-Monaco,K11753,Auray-Pays d'
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K38,Belgium-Luxembourg,K11754,Zottegem
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K46,Netherlands,K11755,Assen
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K52,France-Monaco,K11756,Sainte-Foy La Grande
0,15,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,60,K34,Australia,K11761,Barossa
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K41,Switzerland-Liechtenstein,K11767,Zürich-Seefeld
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K41,Switzerland-Liechtenstein,K11768,Geneve Metropole
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K46,Netherlands,K11769,Laren
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K50,Germany,K11770,Kronach-Frankenwald
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K06,Georgia,K11771,Jonquil City Smyrna (The)
5,15,0,0,5,5,10,5,0,0,5,15,5,0,5,5,5,5,5,95,K11,Louisiana-Mississippi-West Tennessee,K11785,Northshore Mandeville
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K44,Taiwan,K11787,Dah Dah
0,0,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,0,40,K36,Philippine Luzon,K11789,Chrysanthemum San Pedro Laguna
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K52,France-Monaco,K11791,Tourcoing Neuville
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K46,Netherlands,K11793,Goes De Bevelanden
0,0,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,0,55,K22,Pacific Northwest,K11799,Silverdale
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K21,Eastern Canada and the Caribbean,K11800,La Jacques-Cartier
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K41,Switzerland-Liechtenstein,K11809,Oberbaselbiet
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K52,France-Monaco,K11810,Privas Rhone-Vallées
5,0,0,0,5,5,10,5,0,5,5,15,5,0,5,5,5,0,5,80,K21,Eastern Canada and the Caribbean,K11811,Barbados North Speightstown
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K14,Missouri-Arkansas,K11824,Berryville
5,0,0,0,5,5,0,5,5,0,5,15,5,0,5,5,5,0,5,70,K21,Eastern Canada and the Caribbean,K11825,St Andrew
5,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,40,K26,Texas-Oklahoma,K11836,Miami
0,0,0,0,5,5,10,5,0,5,5,15,5,10,5,5,5,5,0,85,K23,Pennsylvania,K11844,Edinboro
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,50,K41,Switzerland-Liechtenstein,K11850,Am Bachtel
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K38,Belgium-Luxembourg,K11851,Wervik Tabaksstreek
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K09,Kansas,K11856,Winfield Sunrisers
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K26,Texas-Oklahoma,K11860,Prague
5,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,5,60,K22,Pacific Northwest,K11862,Friday Harbor
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K46,Netherlands,K11863,Apeldoorn
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K52,France-Monaco,K11864,Chalons en Champagne
0,0,0,0,0,5,0,5,0,0,5,0,5,15,5,5,5,0,0,50,K08,Indiana,K11865,Meridian Hills Indianapolis
0,15,20,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,80,K36,Philippine Luzon,K11867,Antipolo West
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K02,California-Nevada-Hawaii,K11880,Rancho San Diego
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K37,Austria,K11881,Spittal an der Drau
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,50,K41,Switzerland-Liechtenstein,K11882,L'Erguel
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K33,Colombia,K11888,Villavicencio-Centro
0,15,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,0,70,K19,New York,K11893,Copiague
0,15,0,0,0,5,10,5,0,0,5,15,5,10,5,5,5,0,5,90,K16,Nebraska-Iowa,K11895,Johnston
0,15,0,0,5,5,10,5,0,0,5,0,5,0,5,5,5,0,5,70,K25,Southwest,K11896,Tonto Basin
0,0,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,5,5,50,K36,Philippine Luzon,K11898,Dasmarinas Cavite
0,15,0,0,5,5,0,5,5,0,5,0,5,15,5,5,5,0,0,75,K34,Australia,K11899,Sydney
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K41,Switzerland-Liechtenstein,K11903,Chailly-Lausanne
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K38,Belgium-Luxembourg,K11904,Grez-Doiceau
5,15,20,0,5,5,10,5,0,0,5,15,5,0,5,5,5,5,0,110,K07,Illinois-Eastern Iowa,K11906,Rochelle Golden K
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K42,Southern Philippine,K11907,Metro Bacolod
0,0,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,0,40,K19,New York,K11915,Astoria-Long Island City
0,15,0,0,5,5,10,5,0,0,5,15,5,0,5,5,5,,5,85,K07,Illinois-Eastern Iowa,K11916,Galena
5,0,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,0,60,K19,New York,K11917,Islips (The) Bay Shore
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,50,K41,Switzerland-Liechtenstein,K11934,Sierre-Soleil
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K45,Italy-San Marino,K11948,Follonica
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,50,K52,France-Monaco,K11949,Troyes-Chrestien De Troyes
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K38,Belgium-Luxembourg,K11950,Affligem Hopland
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K38,Belgium-Luxembourg,K11959,Eupen
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,50,K41,Switzerland-Liechtenstein,K11963,Oron
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,5,55,K14,Missouri-Arkansas,K11966,Christian County (MO)
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K37,Austria,K11972,Mattighofen
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K52,France-Monaco,K11973,Chantilly-Creil-Senlis Les Trois Forets
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K52,France-Monaco,K11974,Chateaudun
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K52,France-Monaco,K11976,Le Puy-En-Velay
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K11,Louisiana-Mississippi-West Tennessee,K11989,Denham Springs West Livingston
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K52,France-Monaco,K11991,Cambrai
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K41,Switzerland-Liechtenstein,K12002,Santis
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K41,Switzerland-Liechtenstein,K12003,Bex-Salin
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K52,France-Monaco,K12004,Saint Etienne
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K46,Netherlands,K12010,Oss
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K41,Switzerland-Liechtenstein,K12012,Konolfingen-Signau
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K41,Switzerland-Liechtenstein,K12026,Fribourg-Sarine
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K46,Netherlands,K12027,Tilburg
0,15,20,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,80,K36,Philippine Luzon,K12029,Cainta Vista Verde Cainta Rizal
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,50,K44,Taiwan,K12048,Hua Tan
0,15,0,0,5,5,0,5,5,5,5,15,5,10,5,5,5,,5,95,K02,California-Nevada-Hawaii,K12051,Fontana
0,0,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,45,K34,Australia,K12052,Brighton Bayside
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K38,Belgium-Luxembourg,K12054,Villers-La-Ville
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,50,K34,Australia,K12061,Shepparton Sunrisers
0,15,0,0,5,5,10,5,0,0,5,15,5,0,5,5,5,0,5,85,K30,Wisconsin-Upper Michigan,K12062,Eau Claire-Clear Water
0,0,0,0,5,5,10,5,0,0,5,0,5,0,5,5,5,5,5,60,K11,Louisiana-Mississippi-West Tennessee,K12076,Waynesboro
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K50,Germany,K12077,Neuenburg/Markgraeflerland
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,5,0,55,K05,Florida,K12082,Greater Miami Lakes
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K42,Southern Philippine,K12089,Maharlika Cagayan De Oro City
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K30,Wisconsin-Upper Michigan,K12093,Greater Hartland Area (The)
0,15,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,5,5,80,K10,Kentucky-Tennessee,K12094,Wilderness Road Harrogate
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K41,Switzerland-Liechtenstein,K12095,Pays-D'Enhaut
0,15,20,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,70,K41,Switzerland-Liechtenstein,K12096,Birstal
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K41,Switzerland-Liechtenstein,K12097,Nidwalden
5,0,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,50,K19,New York,K12110,Southport
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K60,Ecuador,K12123,Ibarra
0,0,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,5,0,60,K23,Pennsylvania,K12124,Shippensburg
0,15,20,0,5,5,0,5,0,0,5,0,5,0,5,5,5,5,5,85,K39,Iceland-Faroes,K12125,Hornafjördur-Ós
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K52,France-Monaco,K12126,Autun
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K52,France-Monaco,K12127,Dax
0,15,0,0,5,5,10,5,0,0,5,0,5,0,5,5,5,0,5,70,K10,Kentucky-Tennessee,K12128,Harrodsburg
0,15,0,0,5,5,0,5,5,0,5,15,5,10,5,5,5,0,5,90,K04,Carolinas,K12133,Wake Forest
0,15,20,0,5,5,0,5,0,0,5,15,5,0,5,5,5,5,5,100,K19,New York,K12135,Central Adirondacks Old Forge
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K44,Taiwan,K12149,Taipei-Diana
0,0,0,0,0,5,0,5,0,0,5,0,5,15,5,5,5,0,0,50,K08,Indiana,K12152,Indianapolis-Broad Ripple
0,15,20,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,70,K36,Philippine Luzon,K12156,Amputi Layag San Carlos City
0,15,0,0,5,5,10,5,0,0,5,0,5,0,5,5,5,0,5,70,K42,Southern Philippine,K12161,Roxas City
0,0,0,0,5,5,0,5,0,5,5,15,5,0,5,5,5,0,5,65,K25,Southwest,K12163,Sierra Vista-San Pedro
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K44,Taiwan,K12168,Phoenix Tainan Hsien
0,15,20,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,70,K44,Taiwan,K12169,Li Min Taichung
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K44,Taiwan,K12170,Pan Chiao Taipei Hsien
5,15,0,0,5,5,0,5,5,5,5,0,5,0,5,5,5,0,5,75,K06,Georgia,K12175,Skidaway
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K46,Netherlands,K12182,Helmond Land Van De Aa
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K25,Southwest,K12183,New River
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K52,France-Monaco,K12186,Bordeaux-Alienor
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K45,Italy-San Marino,K12187,Del Sebino
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K41,Switzerland-Liechtenstein,K12191,Gaiserwald-Tannenberg
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K44,Taiwan,K12197,Ta Ch'I Tao Yuan Hsien
0,15,20,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,70,K44,Taiwan,K12198,Lu Kang Changhua Hsien
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K44,Taiwan,K12204,Chung Li City
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K44,Taiwan,K12206,Kaohsiung Harbour
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K38,Belgium-Luxembourg,K12207,Eisleck
0,0,0,0,0,5,0,5,0,0,5,0,5,15,5,5,5,0,0,50,K22,Pacific Northwest,K12224,Pioneer Community of Mason County Shelton
5,15,20,0,5,5,10,5,0,0,5,15,5,0,5,5,5,5,5,115,K26,Texas-Oklahoma,K12226,Allen
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K38,Belgium-Luxembourg,K12232,Aartselaar
5,15,0,0,5,5,10,5,0,0,5,15,5,0,5,5,5,0,5,90,K24,Rocky Mountain,K12235,Ute Pass-Woodland Park
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K37,Austria,K12242,Triestingtal
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K02,California-Nevada-Hawaii,K12260,Moorpark
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K52,France-Monaco,K12264,Enghien-les-Bains Vallee de Montmorency
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K04,Carolinas,K12284,Greater Greenville
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K37,Austria,K12288,Feldkirch-Montfort
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K52,France-Monaco,K12289,Evreux
5,15,0,0,5,5,10,5,0,0,5,0,5,0,5,5,5,0,0,70,K21,Eastern Canada and the Caribbean,K12294,St. Thomas Golden K
0,15,20,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,70,K44,Taiwan,K12297,Mu Lan Chi I City
0,15,20,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,70,K44,Taiwan,K12299,Liang Yu Taichung City
0,0,0,0,0,5,0,5,0,5,5,0,5,0,5,5,5,0,0,40,K44,Taiwan,K12300,Chung Mei Taichung City
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,65,K02,California-Nevada-Hawaii,K12301,Torrance
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K60,Ecuador,K12304,Otavalo
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K14,Missouri-Arkansas,K12305,Ozark Coast Osage Beach
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,5,55,K21,Eastern Canada and the Caribbean,K12317,Eastern Ottawa Est
5,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,5,0,60,K07,Illinois-Eastern Iowa,K12322,Byron
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K04,Carolinas,K12324,Edward R. Murrow Golden K
0,15,0,0,5,5,0,5,0,5,5,15,5,0,5,5,5,0,5,80,K03,Capital,K12325,Clinch River Richlands
5,0,0,0,5,5,0,5,5,5,5,15,5,0,5,5,5,5,5,80,K21,Eastern Canada and the Caribbean,K12326,Stony Hill
0,15,20,0,5,5,0,5,0,0,5,15,5,10,5,5,5,0,5,105,K09,Kansas,K12327,Fort Scott Pioneers
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K45,Italy-San Marino,K12332,Castelvetrano
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K50,Germany,K12333,Krefeld
0,15,20,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,70,K44,Taiwan,K12335,Yun Lin
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K34,Australia,K12336,Brisbane
0,15,20,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,70,K02,California-Nevada-Hawaii,K12339,Corcoran
0,0,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,0,40,K04,Carolinas,K12344,East Burke Icard
0,15,0,0,0,5,0,5,5,0,5,0,5,0,5,5,5,0,0,55,K13,Minnesota-Dakotas,K12345,Sturgis Golden K
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K45,Italy-San Marino,K12355,Pavia Ticinum
5,0,0,0,0,5,10,5,0,0,5,0,5,0,5,5,5,0,5,55,K21,Eastern Canada and the Caribbean,K12358,Ottawa West
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K45,Italy-San Marino,K12362,Ragusa
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,50,K41,Switzerland-Liechtenstein,K12368,Knonauer Amt
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K50,Germany,K12369,Freiburg-Herdern
0,15,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,60,K36,Philippine Luzon,K12376,Hiyas Ng Antipolo
0,15,20,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,70,K44,Taiwan,K12379,Chin Lan Kao Hsiung City
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K44,Taiwan,K12380,Hsin Hsing Hsin Chu City
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K52,France-Monaco,K12381,Joigny
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K41,Switzerland-Liechtenstein,K12382,Bozen
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,50,K50,Germany,K12385,Ederbergland
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,50,K23,Pennsylvania,K12388,Muncy Area
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,65,K30,Wisconsin-Upper Michigan,K12390,Gladstone-Rapid River
0,0,0,0,0,5,0,5,0,5,5,0,5,0,5,5,5,0,0,40,K36,Philippine Luzon,K12393,Inter-City Homes Muntinlupa Metro Manila
0,15,20,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,70,K33,Colombia,K12399,Mariscal Robledo Cartago
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K37,Austria,K12400,Mühlviertel
0,0,0,0,0,5,10,5,0,0,5,15,5,0,5,5,5,0,0,60,K26,Texas-Oklahoma,K12407,Bullard Area
